unique_id,story,selected_sentence,worker_ids,1_specificNL,1_generalNL,2_specificNL,2_generalNL,3_specificNL,3_generalNL,4_specificNL,4_generalNL,5_specificNL,5_generalNL,6_specificNL,6_generalNL,7_specificNL,7_generalNL,8_specificNL,8_generalNL,9_specificNL,9_generalNL,10_specificNL,10_generalNL
467ed0ab-2b8f-44ff-b476-4f4f85f6a646__0,"Tim woke up early for work.****He made himself a cup of coffee.****As he was about to take a sip, he burned his tongue.****His tongue started to swell up.****Tim had to go to the doctor to treat his burn.",Tim woke up early for work.,A1NPSBHME4MVX4****A1UYU9PV266WTT****A1UOGYZFJF4BKW,escaped,escaped,escaped,escaped,Tim is in bed >Enables> Tim wakes early for work****Tim is in bed >Enables> Tim wakes up early****Tim is in his bedroom >Enables> Tim wakes early for work,Someone_A is in Somewhere_A (that is appropriate for sleeping) >Enables> Someone_A wakes up early for Something_B (that is an activity)****Someone_A is in bed >Enables> Someone_A wakes up early****Someone_A is at Somewhere_A (where Someone_A can sleep) >Enables> Someone_A wakes early for Something_A (that is an event),escaped,escaped,escaped,escaped,Tim wakes early for work >Causes/Enables> Tim makes coffee****Tim wakes up early >Causes/Enables> Tim makes himself a cup of coffee****Tim wakes early for work >Causes/Enables> Tim can eat breakfast,Someone_A wakes Something_A (that is a point in time) for Something_B (that is an activity) >Causes/Enables> Someone_A makes Something_C (that is a stimulant drink)****Someone_A wakes up early >Causes/Enables> Someone_A makes Something_A (that is a traditional morning beverage)****Someone_A wakes early for Something_A (that is an event) >Causes/Enables> Someone_A can eat Something_B (that is food) before Something_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
467ed0ab-2b8f-44ff-b476-4f4f85f6a646__1,"Tim woke up early for work.****He made himself a cup of coffee.****As he was about to take a sip, he burned his tongue.****His tongue started to swell up.****Tim had to go to the doctor to treat his burn.",He made himself a cup of coffee.,A249LDVPG27XCE****A1NPSBHME4MVX4****A1Z8V262D2KPRN,Tim woke up early for work >Causes/Enables> He made himself a cup of coffee****Tim wakes early >Causes/Enables> Tim makes a cup of coffee****Tim wakes up >Causes/Enables> Tim makes coffee,Someone_A gets up for Something_A (which is work) >Causes/Enables> Someone_A makes Someone_A Something_B (which is a hot beverage)****Someone_A wakes at Something_A (that is a time) >Causes/Enables> Someone_A makes Something_A (that is a serving amount) of Something_B (that is a drink)****Someone_A wakes up >Causes/Enables> Someone_A makes coffee,escaped,escaped,escaped,escaped,Tim possess(es) coffee >Enables> He made himself a cup of coffee****Tim possess(es) coffee >Enables> Tim makes a cup of coffee****Tim possess(es) coffee beans >Enables> Tim makes coffee,Someone_A possess(es) coffee >Enables> Someone_A makes Someone_A coffee****Someone_A possess(es) Something_A >Enables> Someone_A makes Something_B (that is an amount) of Something_A****Someone_A possess(es) coffee >Enables> Someone_A makes coffee,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
467ed0ab-2b8f-44ff-b476-4f4f85f6a646__3,"Tim woke up early for work.****He made himself a cup of coffee.****As he was about to take a sip, he burned his tongue.****His tongue started to swell up.****Tim had to go to the doctor to treat his burn.",His tongue started to swell up.,A1UYU9PV266WTT****A1UOGYZFJF4BKW****ATR6RB1RULOC0,Tim burns his tongue >Causes/Enables> Tim's tongue swells up****Tim burns his tongue >Causes/Enables> Tim's tongue swells up****Tim burned his tongue >Causes/Enables> His Tongue swells up,Someone_A burns Something_A (that is a part of Someone A's body) >Causes/Enables> Something_A (that is a part of Someone A's body) swells up****Someone_A burns Something_A (that is a part of Someone_A) >Causes/Enables> Something_A swells up****Someone_A injures Something_A (that is part of Someone_A's body) >Causes/Enables> Something_A swells up,escaped,escaped,escaped,escaped,escaped,escaped,Tim has a tongue >Enables> Tim's tongue swells up****Tim's tongue has inflammation >Enables> Tim's tongue swells up****His tongue is injured >Enables> His tongue swells up,Someone_A has Something A (that is a part of Someone A's body) >Enables> Something_A (that is a part of Someone A's body) swells up****Something_A (that is living) has inflammation >Enables> Something_A swells up****Something_A (that is a body part) is injured >Enables> Something_A swells up,Tim's tongue swells up >Causes/Enables> Tim goes to the doctor****Tim's tongue swells up >Causes/Enables> Tim goes to the doctor****Tim's tongue swells up >Causes/Enables> Tim goes to the doctor,Something_A (that is a part of Someone A's body) swells up >Causes/Enables> Someone_A goes to see Someone_B (who can treat Something A)****Something_A (that is a part of Someone_A) swells up >Causes/Enables> Someone_A goes to Somewhere_A (where people are healed at)****Something_A (that is a part of Someone_A's body) swells up >Causes/Enables> Someone_A goes to Someone_B (who can treat Something_A),Tim's tongue swells up >Causes> Tim feel(s) pain****Tim's tongue swells up >Causes> Tim feel(s) nervous****Tim's tongue swells up >Causes> Tim feel(s) stressed,Something_A (that is a part of Someone A's body) swells up >Causes> Someone_A feel(s) pain****Something_A (that is a part of Someone_A) swells up >Causes> Someone_A feel(s) nervous****Something_A (that is a part of Someone_A's body) swells up >Causes> Someone_A feel(s) stressed,escaped,escaped,escaped,escaped,escaped,escaped
489ecf20-2c80-49a3-99ca-a2482fbc6af5__0,Emily was thirsty.****She wanted to get a glass of water.****Emily went to the kitchen.****She got a glass.****She filled the glass with water.,Emily was thirsty.,A1UYU9PV266WTT****A2MHM7JK1T9XHR****A1UOGYZFJF4BKW,Emily needs water >Causes/Enables> Emily is thirsty****Emily hasn't drank >Causes/Enables> Emily was thirsty****Emily needs water >Causes/Enables> Emily is thirsty,Someone_A needs Something_A (that is a beverage) >Causes/Enables> Someone_A feels thirsty****Someone_A hasn't drank >Causes/Enables> Someone_A is thirsty****Someone_A needs fluids >Causes/Enables> Someone_A feels thirsty,escaped,escaped,escaped,escaped,escaped,escaped,Emily need(s) water >Enables> Emily is thirsty****Emily has no water >Enables> Emily is thirsty****Emily is dehydrated >Enables> Emily is thirsty,Someone_A need(s) Something_A (that is a beverage) >Enables> Someone_A is thirsty****Someone_A has nothing to drink >Enables> Someone_A is thirsty****Someone_A is dehydrated >Enables> Someone_A feels thirsty,escaped,escaped,Emily is thirsty >Causes> Emily feel(s) parched****Emily is thirsty >Causes> Emily feel(s) annoyed****Emily is thirsty >Causes> Emily feel(s) in need of water,Someone_A is thirsty >Causes> Someone_A feel(s) parched****Someone_A is thirsty >Causes> Someone_A feel(s) in need of edible liquid****Someone_A is thirsty >Causes> Someone_A feel(s) in need of Something_A (that is a liquid),escaped,escaped,escaped,escaped,escaped,escaped
489ecf20-2c80-49a3-99ca-a2482fbc6af5__2,Emily was thirsty.****She wanted to get a glass of water.****Emily went to the kitchen.****She got a glass.****She filled the glass with water.,Emily went to the kitchen.,A2MHM7JK1T9XHR****A1UYU9PV266WTT****AGTKQI9PCODC5,escaped,escaped,Emily want(s) to get a glass of water >Motivates> Emily went to the kitchen****Emily feel(s) thirsty >Motivates> Emily goes to the kitchen****Emily want(s) a glass of water >Motivates> Emily went to the kitchen,Someone_A want(s) Something_A (that is drink) >Motivates> Someone_A goes to the kitchen****Someone_A feel(s) thirsty >Motivates> Someone_A goes to Somewhere_A (where something that quenches thirst is located)****Someone_A want(s) water >Motivates> Someone_A goes to a sink,escaped,escaped,escaped,escaped,escaped,escaped,Emily went to the kitchen >Causes/Enables> Emily got a glass****Emily goes to the kitchen >Causes/Enables> Emily gets a glass****Emily went to the kitchen >Causes/Enables> Emily got a glass,Someone_A goes to Somewhere_A (that has Something_A) >Causes/Enables> Someone_A gets Something_A****Someone_A goes to Somewhere_A (where Something_A is located) >Causes/Enables> Someone_A gets Something_A****Someone_A goes to the kitchen >Causes/Enables> Someone_A gets a glass,escaped,escaped,Emily went to the kitchen >Results in> Emily is at the kitchen****Emily goes to the kitchen >Results in> Emily is in the kitchen****Emily went to the kitchen >Results in> Emily is in the kitchen,Someone_A goes to Somewhere_A >Results in> Someone_A is at Somewhere_A****Someone_A goes to Somewhere_A >Results in> Someone_A is in Somewhere_A****Someone_A goes Somewhere_A (that is a room) >Results in> Someone_A is in Somewhere_A,escaped,escaped,escaped,escaped
489ecf20-2c80-49a3-99ca-a2482fbc6af5__3,Emily was thirsty.****She wanted to get a glass of water.****Emily went to the kitchen.****She got a glass.****She filled the glass with water.,She got a glass.,A1UYU9PV266WTT****A1UOGYZFJF4BKW****A2MHM7JK1T9XHR,escaped,escaped,Emily feel(s) thirsty >Motivates> Emily gets a glass****Emily feel(s) thirsty >Motivates> Emily takes a glass cup****Emily want(s) a glass of water >Motivates> Emily got a glass,Someone_A feel(s) thirsty >Motivates> Someone_A gets Something_A (that is a container for a beverage)****Someone_A feel(s) thirsty >Motivates> Someone_A takes Something_A (that is a cup)****Someone_A want(s) a drink >Motivates> Someone_A gets Something_A (that holds drinks),Emily is in the kitchen >Enables> Emily gets a glass****Emily is in the kitchen >Enables> Emily takes a glass cup****Emily is in the kitchen >Enables> She got a glass,Someone_A is in Somewhere_A (where Something_A is located) >Enables> Someone_A gets Something_A****Someone_A is at Somewhere_A (that contains dishes) >Enables> Someone_A takes Something_A (that is a type of dish) from Somewhere_A****Someone_A is at Somewhere_A (where Something_A is kept) >Enables> Someone_A gets Something_A,escaped,escaped,escaped,escaped,Emily gets a glass >Causes/Enables> Emily fills the glass with water****Emily takes a glass cup >Causes/Enables> Emily fills the cup with water****Emily got a glass >Causes/Enables> She filled it with water,Someone_A gets Something_A (that is a container) >Causes/Enables> Someone_A fills Something_A (that is a container) with Something_B****Someone_A takes Something_A (that is a cup) >Causes/Enables> Someone_A fills Something_A with Something_B (that is an edible liquid)****Someone_A gets Something_A (that can hold Something_B) >Causes/Enables> Someone_A fills Something_A with Something_B,escaped,escaped,escaped,escaped,Emily gets a glass >Results in> Emily possess(es) a glass****Emily takes a glass cup >Results in> Emily possess(es) a glass cup****Emily got a glass >Results in> She possess(es) a glass,Someone_A gets Something_A >Results in> Someone_A possess(es) Something_A****Someone_A takes Something_A (that is a cup) >Results in> Someone_A possess(es) Something_A****Someone_A gets Something_A >Results in> Someone_A possess(es) Something_A,escaped,escaped
489ecf20-2c80-49a3-99ca-a2482fbc6af5__4,Emily was thirsty.****She wanted to get a glass of water.****Emily went to the kitchen.****She got a glass.****She filled the glass with water.,She filled the glass with water.,A1UYU9PV266WTT****A1UOGYZFJF4BKW****A2MHM7JK1T9XHR,Emily gets a glass >Causes/Enables> Emily fills the glass with water****Emily is thirsty >Causes/Enables> Emily fills the glass cup with water****Emily got a glass >Causes/Enables> She filled the glass with water,Someone_A gets Something_A (that is a container) >Causes/Enables> Someone_A fills Something_A (that is a container) with Something_B****Someone_A is thirsty >Causes/Enables> Someone_A fills Something_A (that is a cup) with Something_B (that is edible liquid)****Someone_A gets Something_A (that can hold Something_B) >Causes/Enables> Someone_A fills Something_A with Something_B,Emily like(s) water >Motivates> Emily fills the glass with water****Emily want(s) water >Motivates> Emily fills the glass cup with water****Emily want(s) water >Motivates> She fills the glass with water,Someone_A like(s) Something A >Motivates> Someone_A fills Something_B (that is a container) with Something_A****Someone_A want(s) Something_A (that is edible liquid) >Motivates> Someone_A fills Something_B (that is a cup) with Something_A****Someone_A want(s) Something_B (that is a liquid) >Motivates> Someone_A fills Something_A (that can hold Something_B) with Something_B,Emily is next to the glass >Enables> Emily fills the glass with water****Emily is at the kitchen sink >Enables> Emily fills a glass cup with water****Emily is in the kitchen >Enables> She filled a glass with water,Someone_A is next to Something A (that is a container) >Enables> Someone_A fills Something_A (that is a container) with Something_B****Someone_A is at Somewhere_A (where there is a sink at) >Enables> Someone_A fills Something_A (that is a cup) with Something_B (that is edible liquid)****Someone_A is at Somewhere_A (that has Something_B) >Enables> Someone_A fills Something_A (that can hold Something_B) with Something_B,Emily possess(es) a glass >Enables> Emily fills the glass with water****Emily possess(es) a glass cup >Enables> Emily fills the cup with water****Emily possess(es) a glass >Enables> Emily fills the glass with water,Someone_A possess(es) Something A (that is a container) >Enables> Someone_A fills Something_A (that is a container) with Something_B****Someone_A possess(es) Something_A (that is a cup) >Enables> Someone_A fills Something_A with Something_B (that is an edible liquid)****Someone_A possess(es) Something_A (that can hold Something_B) >Enables> Someone_A fills Something_A with Something_B,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
4c6c5010-307c-477c-a26c-276862fd720c__1,Fernando had always wanted to learn an instrument.****He decided to learn to play the trumpet.****Fernando practiced every day for a month.****Finally he was getting better at the trumpet.****Fernando was happy to be learning an instrument.,He decided to learn to play the trumpet.,A1UYU9PV266WTT****A2MHM7JK1T9XHR****ATR6RB1RULOC0,escaped,escaped,Fernando want(s) to learn to play an instrument >Motivates> Fernando decides tolearn to play the trumpet****Fernando want(s) to learn an instrument >Motivates> He decides to learn to play the trumpet****Fernando like(s) music >Motivates> Fernando decides to learn how to play a trumpet,Someone_A want(s) to learn to play an instrument >Motivates> Someone_A decides to learn to play Something_A (that is an instrument)****Someone_A want(s) to learn an instrument >Motivates> Someone_A decides to learn Something_A (that is an instrument)****Someone_A like(s) music >Motivates> Someone_A decides to learn how to play Something_A (that makes music),escaped,escaped,escaped,escaped,escaped,escaped,Fernando decides to learn to play the trumpet >Causes/Enables> Fernando practices the trumpet every day****Fernando decides to learn to play the trumpet >Causes/Enables> Fernando practiced every day for a month****Fernando decides to learn how to play the trumpet >Causes/Enables> Fernando practices playing the trumpet,Someone_A decides to learn to play Something_A (that is an instrument) >Causes/Enables> Someone_A practices Something_A (that is an instrument) every day****Someone_A decides to learn to do Something_A >Causes/Enables> Someone_A practices every day****Someone_A decides to learn Something_A >Causes/Enables> Someone_A practices Something_A (that is a skill),escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
4c6c5010-307c-477c-a26c-276862fd720c__3,Fernando had always wanted to learn an instrument.****He decided to learn to play the trumpet.****Fernando practiced every day for a month.****Finally he was getting better at the trumpet.****Fernando was happy to be learning an instrument.,Finally he was getting better at the trumpet.,AGTKQI9PCODC5****A1QAQ72HQ921UG****A2NGMLBFZ3YQP5,Fernando praticed the trumpet every day >Causes/Enables> Fernando was getting better at the trumpet****Fernando practiced the trumpet >Causes/Enables> Fernando gets better at the trumpet****Fernando practiced the trumpet every day >Causes/Enables> Fernando got better at the trumpet,Someone_A practices Something_A (that is an activity) every day >Causes/Enables> Someone_A gets better at Something_A (that is an activity)****Someone_A practices Something_A (that is a sklil) >Causes/Enables> Someone_A improves at Something_A****Someone_A practiced Something_A (that is a musical imstrument) daily >Causes/Enables> Someone_A improved at Something_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,Fernando was getting better at the trumpet >Causes> Fernando feel(s) fulfilled****Fernando was getting better at trumpet >Causes> Fernando feel(s) happy****Fernando gets better at the trumpet >Causes> Fernando feel(s) happy,Someone_A was getting better at Something_A (that is an activity) >Causes> Someone_A feel(s) fulfilled****Someone_A improves at Something_A (that is a skill) >Causes> Someone_A feel(s) happy****Someone_A gets better at playing Something_A (that is a musical instrument) >Causes> Someone_A feel(s) happy,escaped,escaped,escaped,escaped,escaped,escaped
4c6c5010-307c-477c-a26c-276862fd720c__4,Fernando had always wanted to learn an instrument.****He decided to learn to play the trumpet.****Fernando practiced every day for a month.****Finally he was getting better at the trumpet.****Fernando was happy to be learning an instrument.,Fernando was happy to be learning an instrument.,A1UYU9PV266WTT****AGTKQI9PCODC5****ATR6RB1RULOC0,escaped,escaped,escaped,escaped,escaped,escaped,Fernando possess(es) a trumpet >Enables> Fernando is happy to be learning an instrument****Fernando possess(es) a trumpet >Enables> Fernando was happy to learn to play the trumpet****Fernando possess(es) an instrument >Enables> Fernando learns to play an instrument,Someone_A possess(es) Something A (that is an instrument) >Enables> Someone_A is learning Something_A****Someone_A possess(es) Something_B (that is used for Something_A) >Enables> Someone_A learns to do Something_A (that is an activity)****Someone_A possess(es) Something_A >Enables> Someone_A learns to use Something_A,escaped,escaped,escaped,escaped,Fernando is happy to be learning an instrument >Causes> Fernando feel(s) happy****Fernando learned to play the trumpet >Causes> Fernando feel(s) happy****Fernado is learning to play an instrument >Causes> Fernando feel(s) happy,Someone_A is happy to be learning Something_A >Causes> Someone_A feel(s) happy****Someone_A learns to do Something_A (that is an activity) >Causes> Someone_A feel(s) happy****Someone_A is learning Something_A (that Someone_A has longed to learn) >Causes> Someone_A feel(s) happy,escaped,escaped,escaped,escaped,escaped,escaped
4d9fa732-9349-479e-a7ac-29132592501f__3,"My parents and sister went to Disney World.****I was only 4 years old at the time.****They left me with my grandparents.****I stayed with them for a week.****When they returned, they brought me mickey mouse ears.",I stayed with them for a week.,A1NPSBHME4MVX4****A1UYU9PV266WTT****A1QAQ72HQ921UG,escaped,escaped,escaped,escaped,I am at my grandparent's house >Enables> I stay with my grandparents****I am at my grandparent's house >Enables> I stay with my grandparents for a week****I am in my grandparents house >Enables> I stay with my grandparents,Someone_A is at Somewhere_A (that is the house of Someone_B and Someone_C) >Enables> Someone_A stays with Someone_B and Someone_C****Someone_A is at Somewhere_A >Enables> Someone_A stays at Somewhere_A for a week****Someone_A is in Somewhere_A (that is owned by Some People_A) >Enables> Someone_A stays with Some People_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
4ef60a93-d08f-4c9e-b592-37d630bd77a6__3,"Dubby's car broke down after school one day.****It was called the banana boat, because it was long and yellow.****We couldn't get it to start because it was so old and worn out.****I ended up driving him home that day.****We hung out at his house where we had our first kiss.",I ended up driving him home that day.,A1UOGYZFJF4BKW****A2MHM7JK1T9XHR****A2CMYWI1J292YJ,Dubby's car breaks down >Causes/Enables> I drive Dubby home****Dubby's car ended up breaking down after school >Causes/Enables> I drove him home that day****his car breaks down >Causes/Enables> i drive him home,Someone_A's vehicle breaks down >Causes/Enables> Someone_B drives Someone_A to Somewhere_A****Someone_A's car breaks down >Causes/Enables> Someone_B drives Someone_A instead****someone_A's car breaks down >Causes/Enables> Someone_B drives Someone_A home,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,I drive Dubby home >Causes> Dubby feel(s) grateful****I drove Dubby home >Causes> Dubby feel(s) grateful****i drve him home >Causes> he feel(s) grateful,Someone_A drives Someone_B to Somewhere_A >Causes> Someone_B feel(s) grateful****Someone_A drives Someone_B to Somewhere_A >Causes> Someone_B feel(s) grateful****Someone_A drives Someone_B home >Causes> Someone_B feel(s) grateful,I drive Dubby home >Results in> Dubby is at his house****I ended up driving Dubby home >Results in> Dubby and I are at his house****i drive him home >Results in> we are at his house,Someone_A drives Someone_B to Somewhere_A >Results in> Someone_B is at Somewhere_A****Someone_A drives Someone_B to Somewhere_A >Results in> Someone_A and Someone_B are at Somewhere_A****Someone_A drives Someone_B to Somewhere_A (that is the home of Someone_B)>Results in> Someone_A and Someone_B are at Somewhere_A,escaped,escaped,escaped,escaped
4ef60a93-d08f-4c9e-b592-37d630bd77a6__4,"Dubby's car broke down after school one day.****It was called the banana boat, because it was long and yellow.****We couldn't get it to start because it was so old and worn out.****I ended up driving him home that day.****We hung out at his house where we had our first kiss.",We hung out at his house where we had our first kiss.,A1UYU9PV266WTT****ATR6RB1RULOC0****A1QAQ72HQ921UG,I drive Dubby home >Causes/Enables> Dubby and I hang out at his house****I drive Dubby home >Causes/Enables> We hang out at his house****I drove Dubby home >Causes/Enables> We hung out at his house,Someone_A drives Someone_B to Somewhere_A >Causes/Enables> Someone_A and Someone_B hang out at Somewhere_A****Someone_A (who is Someone_B's friend) drives Someone_B to Somewhere_A >Causes/Enables> Someone_A and Someone_B spend time at Somewhere_A****Someone_A drove Someone_B to Somewhere_A (that is the home of Someone_B) >Causes/Enables> Someone_A hung out with Someone_B in Somewhere_A,escaped,escaped,Dubby and I are at his house >Enables> Dubby and I hang out at his house****We are at Dubby's house >Enables> We hang out at Dubby's house****We are at Dubby's home >Enables> We hang out at Dubby's home,Someone_A and Someone_B are at Somewhere_A >Enables> Someone_A and Someone_B do Something_A at Somewhere_A****Someone_A and Someone_B are at Somewhere_A >Enables> Someone_A and Someone_B spend time at Somewhere_A****Someone_A and Someone_B are at Somewhere_A >Enables> Someone_A and Someone_B hang out at Somewhere_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
4f79e389-49c2-4ace-ad9f-fa4580792124__3,Emilia was walking by the pond.****She thought she was stepping over a big stick.****The stick moved!****It was a giant snake.****She ran away screaming.,It was a giant snake.,A1QAQ72HQ921UG****A2CMYWI1J292YJ****A1UYU9PV266WTT,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,Emilia saw a snake >Causes/Enables> Emilia ran away from the snake****she finds out it is a giant snake >Causes/Enables> she runs away****Emilia sees a giant snake >Causes/Enables> Emilia runs away screaming,Someone_A sees Something_A (that they think is scary) >Causes/Enables> Someone_A runs away from Something_A****Someone_A sees a giant snake >Causes/Enables> Someone_A runs away****Someone_A sees Something_A (that is a dangerous animal) >Causes/Enables> Someone_A runs away screaming,Emilia saw a snake >Causes> Emilia feel(s) fearful****she sees a giant snake >Causes> she feel(s) fearful****Emilia sees a giant snake >Causes> Emilia feel(s) fearful,Someone_A sees Something_A (that they are frightened of) >Causes> Someone_A feel(s) fearful****Someone_A sees Something_A (that is a scary reptile) >Causes> Someone_A feel(s) fearful****Someone_A sees Something_A (that is a dangerous animal) >Causes> Someone_A feel(s) fearful,escaped,escaped,escaped,escaped,escaped,escaped
4f79e389-49c2-4ace-ad9f-fa4580792124__4,Emilia was walking by the pond.****She thought she was stepping over a big stick.****The stick moved!****It was a giant snake.****She ran away screaming.,She ran away screaming.,A1UYU9PV266WTT****A2MHM7JK1T9XHR****A2CMYWI1J292YJ,Emilia sees a giant snake >Causes/Enables> Emilia runs away screaming****Emilia saw a giant snake >Causes/Enables> Emilia ran away screaming****Emilia notices a giant snake >Causes/Enables> Emilia runs away screaming,Someone_A sees Something_A (that is a dangerous animal) >Causes/Enables> Someone_A runs away screaming****Someone_A sees Something_A (that is scary) >Causes/Enables> Someone_A runs away****Someone_A notices Something_A (that is a scary reptile) >Causes/Enables> Someone_A runs away,Emilia feel(s) fearful >Motivates> Emilia runs away screaming****Emilia feel(s) scared >Motivates> Emilia ran away screaming****Emilia feel(s) fearful >Motivates> Lisa runs away from a giant snake,Someone_A feel(s) fearful >Motivates> Someone_A runs away screaming****Someone_A feel(s) scared >Motivates> Someone_A runs away****Someone_A feel(s) fearful >Motivates> Someone_A runs away from Something_A (that is a scary),Emilia is near a giant snake >Enables> Emilia runs away screaming****Emilia is near a giant snake >Enables> Emilia ran away screaming****Emilia is above a giant snake >Enables> Emilia runs away with scream,Someone_A is near Something A (that is a dangerous animal) >Enables> Someone_A runs away screaming****Someone_A is near Something_A (that is scary) >Enables> Someone_A runs away****Someone_A is at Somewhere_A (that is the location of something_A that is scary) >Enables> Someone_A runs away from Somewhere_A with scream,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,Emilia runs away screaming from the giant snake >Results in> Emilia is far from the giant snake****Emilia runs away screaming >Results in> Emilia is far from the snake****Emilia run away from a giant snake >Results in> Emilia is far from a giant snake,Someone_A runs away from Something_A (that is a dangerous animal) >Results in> Someone_A is far from Something A****Someone_A runs away from Something_A (that Someone_A is scared of) >Results in> Someone_A is far from Something_A****Someone_A runs away from Something_A (that is scary) >Results in> Someone_A is far from Somewhere_A (that is the location of something_A),escaped,escaped,escaped,escaped
4fdaa0c4-d57d-4c38-b300-3facb656839f__4,"Jill was nervous because it was her first date with Lewis.****Lewis picked her up and the two went to a nice restaurant.****As they walked into the restaurant, they got seated at a table.****The two had a lot to talk about during dinner.****At the end of the evening, Lewis leaned in and kissed Jill.","At the end of the evening, Lewis leaned in and kissed Jill.",A1UYU9PV266WTT****A2MHM7JK1T9XHR****A1UOGYZFJF4BKW,Lewis and Jill have a date >Causes/Enables> Lewis kisses Jill at the end of the date****Jill and Lewis went on a date >Causes/Enables> Lewis kissed Jill at the end of the date****Kill and Lewis are on a date >Causes/Enables> Lewis kisses Jill,Someone_A and Someone_B have Something_A (which is a romantic event) >Causes/Enables> Someone_A kisses Someone_B at the end of Something A (which is a romantic event)****Someone_A and Someone_B go on a date >Causes/Enables> Someone_A kisses Someone_B****Someone_A and Someone_B are on a date >Causes/Enables> Someone_A kisses Someone_B,Lewis like(s) Jill >Motivates> Lewis kisses Jill****Lewis like(s) Jill >Motivates> Lewis kissed Jill at the end of the date****Lewis like(s) Jill >Motivates> Lewis kisses Jill,Someone_A like(s) Someone B >Motivates> Someone_A kisses Someone_B****Someone_A like(s) Someone_B >Motivates> Someone_A kisses Someone_B****Someone_A like(s) Someone_B >Motivates> Someone_A kisses Someone_B,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
50324ec1-dfc2-41f2-9fd9-1c3909521e24__0,"Maria finished her breakfast, and decided to wash the dishes.****She took her plate, fork, and coffee cup to the sink.****Maria turned on the hot water and put her dishes in the sink.****Maria squeezed soap onto her sponge and washed the dishes.****Maria used a towel to dry the dishes and put them away in her cabinet.","Maria finished her breakfast, and decided to wash the dishes.",A1Z8V262D2KPRN****A1UYU9PV266WTT****A1NPSBHME4MVX4,escaped,escaped,escaped,escaped,Maria is in the kitchen >Enables> Maria decides to wash the dishes****Maria is at the sink >Enables> Maria decides to wash dishes****Maria is in the kitchen >Enables> Maria washes the dishes after breakfast,Someone_A is in the kitchen >Enables> Someone_A decides to clean the dishes****Someone_A is at Somewhere_A (where Some Things A are normally washed) >Enables> Someone_A decides to wash Some Things_A (that are dirty)****Someone_A is in the kitchen >Enables> Someone_A washes the dishes after Something_A (that is a meal),Maria possess(es) dishes >Enables> Maria decides to wash the dishes****Maria possess(es) dishes >Enables> Maria decides to wash dishes****Maria possess(es) dishes >Enables> Maria washes dishes,Someone_A possess(es) dishes >Enables> Someone_A washes the dishes****Someone_A possess(es) Some Things_A (that are dirty) >Enables> Someone_A decides to wash Some Things_A (that are dirty)****Someone_A possess(es) Something_A (that is dirty) >Enables> Someone_A washes Something_A,escaped,escaped,Maria washes the dishes >Causes/Enables> The dishes are clean****Maria decides to wash dishes >Causes/Enables> Maria washes the dishes****Maria decides to wash the dishes >Causes/Enables> Maria takes the dishes to the sink,Someone_A washes the dishes >Causes/Enables> The dishes are clean****Someone_A decides to wash Some Things A (that are dirty) >Causes/Enables> Someone_A washes Some Things A (that are dirty)****Someone_A decides to wash Something_A >Causes/Enables> Someone_A takes Something_A to Somewhere_A (that is where washing is done),escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
